h,err_l2,err_inf
0.25,0.009120340967376761,0.014784951335348046
0.125,0.0022830107630043097,0.0038522938299538345
0.0625,0.0005709548925881731,0.0009730753354789123
0.03125,0.0001427516629440914,0.0002439171585974509
0.015625,3.568872835927914e-05,6.0929165259099305e-05
0.0078125,8.922232681182693e-06,1.524107099867833e-05
0.00390625,2.230561565201383e-06,3.808024748003236e-06
