num_colloc,num_layers,neurons_per_layer,num_trainable_params,err_l2_median,err_l2_mean,err_l2_min,err_l2_max,err_inf_median,err_inf_mean,err_inf_min,err_inf_max,loss_train_median,loss_train_mean,loss_train_min,loss_train_max,loss_test_median,loss_test_mean,loss_test_min,loss_test_max
10,2,20,481,0.2587306089209793,1.5767160936080094,0.000586842,4.759099973587063,0.2799082311459022,2.372965490453154,0.001629686,7.138546384461664,4.5312732e-05,0.029155066829323995,1.4940902e-07,0.14544131,15.915344,88.56819527100001,0.005068345,301.40176
10,4,10,361,0.5213162138253675,0.4114437094510019,0.0101690909374449,0.8524826949264319,0.7171515489046635,0.5671788006558571,0.0172771274300719,1.2310305509960262,1.50348205e-05,5.319427680000001e-05,2.5077768e-06,0.000208172,10.553924,29.407171244199997,0.015010281,71.350494
10,4,20,1321,0.5235141099194515,0.6474837134380913,0.2017172027607552,1.4112574243310425,0.5753846833549964,0.8911231707138956,0.2432525030160597,1.9942974052745532,1.5898653e-06,2.8640846492e-05,4.0660066e-07,0.000115059,43.25488,41.2124106,6.332425,63.921688
20,2,20,481,0.002177918,0.789402308430198,0.001152029,3.9203737775747305,0.005380015,1.2919676148235415,0.001629351,6.411194801330566,4.698663e-05,3.861179052883,2.1122525e-05,19.305754,0.011810681,7.813332666999999,0.000137296,38.98871
20,4,10,361,0.0134883151586188,0.3499146768656991,0.00564407,1.0720230238496242,0.023956604,0.6064038333507993,0.007213191,2.2735316753387447,0.000379527,0.34640871946380003,1.0978319e-05,1.7299882,0.021884032,11.389304978999998,0.003280092,53.17847
20,4,20,1321,0.146171148663149,0.25985889266151324,0.000596861,0.6082473702849661,0.2172688934583437,0.40211503759281786,0.001266366,0.9971024990081784,5.305829e-06,0.00013007378734,8.161987e-07,0.000557206,0.48604548,3.892444115,0.002089465,11.08978
40,2,20,481,0.000552388,0.8121611111354049,0.000168398,4.059080464677025,0.000686876,1.3382619218175296,0.000229759,6.689069271087647,2.8250603e-05,3.7312298630872007,1.3681098e-05,18.655823,8.692011e-05,13.238893647158799,2.0287698e-05,66.19402
40,4,10,361,0.000850421,0.13450325255975648,5.021047921888964e-05,0.6690166853195635,0.001336767,0.2989153258357547,6.973093695250565e-05,1.489713907241821,0.000113943,0.7926725957993999,1.112772e-05,3.9625356,0.000747993,1.3335333062847998,1.8834284e-05,6.6649766
40,4,20,1321,0.000786959,0.14733218959788857,0.000154199,0.7336831949894428,0.000914144,0.2427227385793457,0.000222802,1.2099480628967283,1.161064e-05,1.8452269e-05,9.503262e-06,4.337072e-05,0.000176599,3.4904987877322,1.8465631e-05,17.452063
80,2,20,481,0.000269294,0.0002591398,0.000122088,0.000422534,0.000326963,0.000357082,0.000190828,0.000582872,1.7080076e-05,2.0632976199999998e-05,7.780142e-06,3.432377e-05,2.3990762e-05,2.8569170499999997e-05,1.30099015e-05,4.6623776e-05
80,4,10,361,0.000305423,0.0004081511729254883,5.029586462744183e-05,0.000862999,0.000446585,0.0005952801506844251,8.195375342212596e-05,0.001265324,2.7170461e-05,2.9940551399999998e-05,2.1737767e-05,4.536152e-05,5.8207766e-05,5.34492236e-05,2.2756096e-05,9.325068e-05
80,4,20,1321,0.000127599,0.0002430905687814391,2.270556451368445e-05,0.00048588,0.000174557,0.00033367927531255967,4.2597376562798425e-05,0.000675129,7.937891e-06,9.490393379999999e-06,1.7520651e-06,1.776946e-05,1.6448977e-05,1.42878097e-05,2.3390105e-06,2.0959365e-05
160,2,20,481,8.653490292274746e-05,0.00013168704545187646,3.230914669080807e-05,0.000344084,0.000106617,0.00017814730150542742,3.9881172832156864e-05,0.000452578,1.4515398e-05,1.6204586859999997e-05,7.3552733e-06,2.5260357e-05,1.6781045e-05,1.573354968e-05,6.1526284e-06,2.2947888e-05
160,4,10,361,0.000139918,0.00020210939999999999,0.000103396,0.000382339,0.00018659,0.0002884184,0.000144214,0.000557907,2.0823407e-05,3.4569528060000004e-05,5.0764693e-06,0.000113487,2.2016931e-05,3.27521618e-05,6.320406e-06,9.276758e-05
160,4,20,1321,0.000151678,0.0001310716275497655,3.0283970887541835e-05,0.000229774,0.000207209,0.00018644530308387864,3.704687003214247e-05,0.000313381,7.820869e-06,1.2471155779999999e-05,4.1837793e-06,2.4567393e-05,8.383314e-06,1.1170568e-05,3.535767e-06,1.936843e-05
320,2,20,481,0.000113841,0.00010752001033534979,6.920735071834705e-05,0.000153556,0.00019294,0.00016176192766727396,9.448263833636976e-05,0.000211,2.6635065e-05,1.899825372e-05,3.5970006e-06,3.2234762e-05,1.7049982e-05,1.5243392e-05,2.893528e-06,2.64458e-05
320,4,10,361,8.759688686775761e-05,8.692104684815288e-05,9.895504909880217e-06,0.000203144,0.000142191,0.0001426275326674591,1.6591505498930736e-05,0.000320723,3.592301e-05,3.02800756e-05,7.765377e-06,4.8023685e-05,2.7474425e-05,2.524069288e-05,7.3242354e-06,4.65786e-05
320,4,20,1321,3.040826075074481e-05,2.5335234421784156e-05,8.296136234890888e-06,3.293576873315624e-05,4.388570178799622e-05,4.356743144111469e-05,1.8960983529270337e-05,7.030670654273319e-05,1.0265702e-05,1.5535983999999998e-05,7.993086e-06,3.8792226e-05,8.153456e-06,1.3469022860000001e-05,6.6007487e-06,3.5513673e-05
640,2,20,481,3.0022891211480056e-05,5.508697336556788e-05,9.464366435493923e-06,0.000130982,4.2540998397427865e-05,8.364015650222201e-05,1.7789640814284274e-05,0.000192426,1.7916227e-05,2.19482134e-05,2.594201e-06,5.645201e-05,1.1095621e-05,1.7378995480000002e-05,1.735682e-06,4.5587003e-05
640,4,10,361,2.1226728796237555e-05,3.133809634232997e-05,9.603066183119336e-06,7.740675639859621e-05,2.986479395933328e-05,5.1724443591372376e-05,2.075543261449708e-05,0.000126004,1.942324e-05,2.18090934e-05,8.050506e-06,4.7858353e-05,1.4051184e-05,1.806362374e-05,5.102823e-06,4.5911707e-05
640,4,20,1321,1.855778249252702e-05,6.0043397179405455e-05,7.505436642165197e-06,0.000210936,2.5841860018638307e-05,8.982946724708556e-05,1.555193598529181e-05,0.000304635,1.1668914e-05,1.32399659e-05,9.648278e-06,2.2167296e-05,9.850748e-06,1.0936185000000001e-05,6.667464e-06,1.8445651e-05
