seed,num_colloc,num_layers,neurons_per_layer,num_trainable_params,err_l2,err_inf,loss_train,loss_test
4,20,4,10,361,0.0001621211237067695,0.00023708494843691086,5.1893267e-06,1.4230577e-05
0,40,4,10,361,1.7016760603650434e-05,3.728270530676191e-05,3.9011466e-05,3.8982347e-05
1,40,4,10,361,0.00012137523918833489,0.00020636113808318417,2.7095846e-05,2.815181e-05
2,40,4,10,361,8.263796307397302e-05,0.00014612319395705502,1.6644999e-05,1.8064206e-05
3,40,4,10,361,0.00012820142061074108,0.00022499263286615068,1.3726212e-05,1.4613157e-05
4,40,4,10,361,8.18117012354231e-05,0.0001382804353808123,1.7220658e-05,1.8645484e-05
0,80,4,10,361,7.834744289477957e-06,1.8570065406550706e-05,5.4161763e-05,4.5268203e-05
1,80,4,10,361,7.309225471554394e-05,0.00012006868059893927,2.5520152e-05,2.0785998e-05
2,80,4,10,361,9.927237162492394e-05,0.0001742045992161878,3.3691827e-05,2.9303239e-05
3,80,4,10,361,7.424398328057613e-05,0.00010578714913643539,1.4882158e-05,1.1855305e-05
4,80,4,10,361,4.630289424275592e-05,8.297672943040173e-05,1.8179355e-05,1.6808948e-05
0,160,4,10,361,2.857290102865779e-06,7.386975458489875e-06,5.4849254e-05,4.4386285e-05
1,160,4,10,361,4.521735548698364e-05,7.884206713884567e-05,2.2031569e-05,1.7006672e-05
2,160,4,10,361,6.367176652547968e-05,9.623169543751531e-05,3.1478834e-05,2.601501e-05
3,160,4,10,361,4.638715519019733e-05,7.00492552989096e-05,1.3968895e-05,1.0750603e-05
4,160,4,10,361,2.361019161629e-05,4.1815232589448303e-05,1.46994425e-05,1.3115467e-05
0,320,4,10,361,6.1102476845771235e-06,1.2628909965561874e-05,5.51988e-05,4.465816e-05
1,320,4,10,361,2.803923607923421e-05,3.999502707530134e-05,2.0343869e-05,1.5159728e-05
2,320,4,10,361,3.7648295993559404e-05,6.803382571002325e-05,2.8283086e-05,2.309963e-05
3,320,4,10,361,3.05019521117844e-05,5.306305827348923e-05,1.3770874e-05,1.0571043e-05
4,320,4,10,361,1.429437526861951e-05,2.5494001874140637e-05,1.1945712e-05,1.0211928e-05
0,640,4,10,361,8.917496166571594e-06,1.7073702697989468e-05,5.564941e-05,4.5185872e-05
1,640,4,10,361,1.8720826301748938e-05,3.248484183360212e-05,1.9623027e-05,1.4713722e-05
2,640,4,10,361,2.1862026292770236e-05,4.072843935523651e-05,2.7051236e-05,2.2026994e-05
3,640,4,10,361,1.97235689282985e-05,3.548323061500214e-05,1.386367e-05,1.0617869e-05
4,640,4,10,361,6.151277574211092e-06,1.1280489454756903e-05,9.11965e-06,7.666907e-06
0,10,4,20,1321,0.01660469529473751,0.02510382235050226,0.00038193003,0.020764112
