num_colloc,num_layers,neurons_per_layer,num_trainable_params,err_l2_median,err_l2_mean,err_l2_min,err_l2_max,err_inf_median,err_inf_mean,err_inf_min,err_inf_max,loss_train_median,loss_train_mean,loss_train_min,loss_train_max,loss_test_median,loss_test_mean,loss_test_min,loss_test_max
10,2,20,481,0.288924598726221,1.6086683615208794,0.0013231849214591,4.852728041262995,0.3137649238852358,2.413699914843706,0.0031286091190145,7.250743852786703,0.0011767895,0.02077924495432,3.3351716e-06,0.092591025,18.33573,90.5147202772,0.003481306,305.15796
10,4,10,361,0.0662038717917518,0.4018477340249558,0.0140709638687821,1.409454761591033,0.1080373525619509,0.5501961507013419,0.0231064758856368,2.0344211835466783,0.00070937007,0.00223877794516,1.7997858e-06,0.009024647,0.46991733,14.693487250999999,0.014487905,39.422123
10,4,20,1321,0.4524116267164133,0.35621179481396353,0.0362350146137505,0.4962404025535394,0.5637587961584892,0.48647838920299724,0.0621241442859175,0.6893683174483554,0.0092299795,0.009720217488,4.133658e-05,0.024952197,10.680664,15.97211751,0.30959055,53.01433
20,2,20,481,0.0029307816939848,0.7926809011814961,0.0014072059296746,3.93557375736458,0.0057918112502185,1.2956027754164914,0.001916815980253,6.429961681365967,0.00031980936,3.5158023737096,5.144753e-05,17.575478,0.009220229,8.078281228576,0.00015446538,40.317204
20,4,10,361,0.0095753311450778,0.13236875016030025,0.0053750605344265,0.6181221715416438,0.0146552147116924,0.1496052941399185,0.0077905703386887,0.6774791617497433,0.00042804255,0.0008042741704,3.6292422e-05,0.002942785,0.02798909,9.6982108701,0.0026813115,48.13648
20,4,20,1321,0.0225487184361123,0.03140054533550196,0.002209745066479,0.0980852549226255,0.03314229308967,0.056704340296495404,0.0025450071507662,0.1802928149700167,0.00011487577,0.0006467028628,2.0543164e-05,0.0029047169,0.032357823,0.35138600306,0.0015157756,1.201701
40,2,20,481,0.0006038583697371,0.819396271859498,0.0001706252302284,4.095139141647112,0.0006922682733098,1.3478657770217464,0.0002383746069711,6.736911773681641,1.7749817e-05,3.1655231307314002,1.2791182e-05,15.827287,5.772978e-05,14.562754834064998,2.1274795e-05,72.81333
40,4,10,361,0.0008670602956434,0.22727459332663713,0.0002099899059284,1.131458153682919,0.0012347639349794,0.3716189429939288,0.0002821349609648,1.8521130084991453,6.1377046e-05,0.0002541089002,1.9193649e-05,0.0010791348,0.0012333775,7.894733493314599,2.9011653e-05,39.47009
40,4,20,1321,0.0002969379890837,0.0011433964084858399,0.000104320167356,0.0036998102232791,0.0004039339711524,0.0015719158161756203,0.0001435302819792,0.0051861474162131,3.5472458e-05,0.0001820321096,1.0124086e-05,0.000760369,0.00012106189,0.001205137138,1.569421e-05,0.0056000077
80,2,20,481,0.0004026665355275,0.00034664054659802113,4.7473049066705686e-05,0.0005966890378976,0.0005646121787209,0.0004739143317118802,9.9535066999501e-05,0.0007458374154444,3.0253437e-05,2.84011254e-05,1.2165216e-05,3.9883653e-05,4.452323e-05,4.0203655e-05,1.7433782e-05,6.0638384e-05
