seed,num_colloc,num_layers,neurons_per_layer,num_trainable_params,err_l2,err_inf,loss_train,loss_test
2,320,2,20,481,1.6802930936285587e-06,3.304416601790372e-06,1.375534e-07,1.2895046e-07
3,320,2,20,481,8.939209214924965e-06,1.3781699948478554e-05,8.976071e-08,8.350487e-08
4,320,2,20,481,6.048757625840882e-06,8.448750929201942e-06,2.1567109e-08,2.02407e-08
0,640,2,20,481,4.753487033498045e-06,9.074807167053223e-06,8.338796e-09,7.387615e-09
1,640,2,20,481,2.1849067368415377e-06,3.770861441321216e-06,2.3516408e-08,1.9756545e-08
2,640,2,20,481,1.5138381787614337e-06,3.017560931350971e-06,1.4367413e-07,1.2963638e-07
3,640,2,20,481,6.069684588366273e-06,1.1719026016709932e-05,9.191111e-08,8.148289e-08
4,640,2,20,481,4.511866900101277e-06,6.897829343932571e-06,1.7930462e-08,1.5798955e-08
0,10,4,10,361,1.385968085997852e-05,2.060670103565254e-05,9.3926396e-08,1.509433e-07
1,10,4,10,361,0.00029253599519014786,0.00043506741885501743,2.373846e-08,1.4596067e-06
2,10,4,10,361,2.6337180977631246e-05,2.8942286393607297e-05,2.9316688e-08,1.1580067e-07
3,10,4,10,361,2.7203674148068082e-05,5.066308039980427e-05,1.4220626e-07,1.4242158e-07
4,10,4,10,361,9.203946557569421e-05,0.00012018608451236368,1.3877407e-07,3.7391692e-07
0,20,4,10,361,4.5120891117332514e-05,6.937980651855469e-05,1.0671185e-07,2.4429374e-07
1,20,4,10,361,3.261671158867939e-05,5.947474439726985e-05,1.230051e-07,1.97166e-07
2,20,4,10,361,2.574640064207226e-05,3.551117677891291e-05,3.8575962e-08,1.02321664e-07
3,20,4,10,361,1.5871298747054863e-05,2.0559727179847442e-05,1.17957896e-07,1.1523713e-07
4,20,4,10,361,2.920408934082159e-05,4.5442788891292274e-05,9.5678416e-08,1.3575811e-07
0,40,4,10,361,8.933748585985984e-06,1.4886260032653809e-05,6.8139514e-08,7.737527e-08
1,40,4,10,361,1.145969843256619e-05,1.746709423056103e-05,1.425482e-07,1.4063461e-07
2,40,4,10,361,3.5907481723585e-05,4.390705735302092e-05,3.9932008e-08,1.0110879e-07
3,40,4,10,361,3.5341285124508347e-05,6.67572021484375e-05,1.07175005e-07,8.805991e-08
4,40,4,10,361,3.915462754878959e-06,8.028957871775155e-06,9.3008666e-08,1.01606375e-07
0,80,4,10,361,4.208583278265313e-05,5.229204989687375e-05,1.713388e-07,1.7117054e-07
1,80,4,10,361,1.1943821136303657e-05,1.9845508167137815e-05,1.3138177e-07,1.0945432e-07
2,80,4,10,361,1.790408466746891e-05,1.974836214790887e-05,4.2525087e-08,5.3820195e-08
3,80,4,10,361,1.169617347918384e-05,1.9259775407065582e-05,9.647627e-08,8.499071e-08
4,80,4,10,361,7.730267113861175e-06,1.2429937877311836e-05,8.3060854e-08,7.726086e-08
0,160,4,10,361,6.721480266950146e-06,1.2863373729521399e-05,1.4465533e-07,1.3117355e-07
1,160,4,10,361,2.1329837795845593e-06,4.2210292595656895e-06,1.2825471e-07,1.08781606e-07
2,160,4,10,361,5.9812150783250365e-06,8.95261479583187e-06,4.081798e-08,4.290777e-08
3,160,4,10,361,2.734604009299364e-06,4.93504260323796e-06,8.002763e-08,7.730399e-08
4,160,4,10,361,1.8129594387944075e-05,2.530217170715332e-05,7.6292444e-08,6.827378e-08
0,320,4,10,361,5.9641174857553e-06,9.81320054149748e-06,1.6617287e-07,1.5223682e-07
1,320,4,10,361,9.256489515071155e-06,1.6183528715796314e-05,1.12330326e-07,1.0178187e-07
2,320,4,10,361,4.011658179700109e-06,6.011044113907182e-06,4.026256e-08,3.681184e-08
3,320,4,10,361,4.881520270199816e-06,9.052455425262451e-06,8.3605045e-08,7.728317e-08
4,320,4,10,361,1.1867234762764306e-05,1.4744956845946788e-05,8.1018854e-08,8.1219866e-08
0,640,4,10,361,8.380758468842016e-06,1.3174834664564372e-05,1.6668838e-07,1.4903003e-07
1,640,4,10,361,2.792514819346705e-06,5.15817121471418e-06,1.11362e-07,1.00986455e-07
2,640,4,10,361,2.2088478106186876e-06,3.352531547484716e-06,4.047463e-08,3.644749e-08
3,640,4,10,361,1.1141593028314771e-05,1.3103639355027674e-05,8.553294e-08,7.5827614e-08
4,640,4,10,361,7.316979750950694e-06,1.0291072942592017e-05,7.972771e-08,7.1867966e-08
0,10,4,20,1321,1.769972515367859e-05,2.381261082429198e-05,1.5484498e-07,2.2106265e-07
1,10,4,20,1321,0.0002146384143711519,0.00033002313625074553,1.7863941e-08,1.073871e-06
2,10,4,20,1321,0.001297438508925411,0.0019887053976179736,2.6440484e-08,1.9801346e-05
3,10,4,20,1321,1.9043204674934957e-05,4.3511390686035156e-05,6.8865184e-08,7.781233e-08
4,10,4,20,1321,8.07333783485553e-05,0.00011882553097897208,1.3538559e-07,4.043207e-07
0,20,4,20,1321,2.2395686172877643e-06,4.355889606011409e-06,4.94661e-08,4.273601e-08
1,20,4,20,1321,3.4315814976825174e-05,5.2341460789917527e-05,6.4715316e-08,1.0957268e-07
2,20,4,20,1321,1.3750862855695972e-05,2.531451703080556e-05,1.5226753e-07,3.6773181e-07
3,20,4,20,1321,1.2863258875218537e-05,1.86471143589495e-05,4.4150042e-08,5.8792477e-08
4,20,4,20,1321,1.9215990992305447e-05,3.5978770295375107e-05,8.327846e-08,1.1950743e-07
0,40,4,20,1321,4.2053976892690566e-05,7.39136347891467e-05,6.327569e-08,5.345951e-08
1,40,4,20,1321,1.8426475720302157e-05,2.429246805890628e-05,7.171087e-08,7.135313e-08
2,40,4,20,1321,4.8051243794357536e-05,6.357520647159998e-05,1.5301536e-07,3.1366656e-07
3,40,4,20,1321,6.028575666120164e-06,1.0547649255010505e-05,5.7378873e-08,5.515703e-08
4,40,4,20,1321,6.771729602106544e-06,1.2401641380943573e-05,7.137918e-08,7.426147e-08
0,80,4,20,1321,1.2145309939264788e-05,1.652181245104245e-05,5.6107595e-08,5.8912857e-08
1,80,4,20,1321,5.162286726795175e-06,1.1432765948615753e-05,7.762204e-08,6.36933e-08
2,80,4,20,1321,2.784779945550456e-05,3.411412988729712e-05,1.5877238e-07,2.1855217e-07
3,80,4,20,1321,1.636506104156576e-05,2.5589905807366087e-05,5.5709922e-08,5.2140585e-08
4,80,4,20,1321,1.0987905939036518e-05,1.911082263827968e-05,5.60935e-08,4.975824e-08
0,160,4,20,1321,3.6514802650740595e-06,6.234987150466331e-06,6.1767224e-08,5.728285e-08
1,160,4,20,1321,2.8635562214458272e-06,5.4412932773972855e-06,7.5269504e-08,6.345141e-08
2,160,4,20,1321,5.725489377305913e-06,1.001356788976615e-05,1.5061326e-07,1.7000205e-07
3,160,4,20,1321,6.350977752962718e-06,8.586618074346575e-06,5.313739e-08,5.3146415e-08
4,160,4,20,1321,1.9657676808974392e-05,3.3721327781677246e-05,6.2416596e-08,5.406243e-08
0,320,4,20,1321,6.549926321330498e-06,1.2322047153512372e-05,6.453811e-08,6.024703e-08
1,320,4,20,1321,4.827687774180123e-06,9.13053654416629e-06,5.395658e-08,4.7742404e-08
2,320,4,20,1321,4.493014485194799e-06,7.426539979982216e-06,1.4698611e-07,1.4058291e-07
3,320,4,20,1321,1.8276813612591969e-06,3.50280213268217e-06,5.434988e-08,5.297737e-08
4,320,4,20,1321,1.3293477523483439e-05,1.6704543308265762e-05,5.8239678e-08,5.8291096e-08
0,640,4,20,1321,5.875311554060003e-06,1.1133457908707456e-05,6.05725e-08,5.4559322e-08
1,640,4,20,1321,1.1801176511309086e-06,2.333383986252713e-06,4.8087596e-08,4.3162146e-08
2,640,4,20,1321,1.5757440796242577e-05,2.2332634677990626e-05,1.5510263e-07,1.4141843e-07
3,640,4,20,1321,7.425242694104141e-06,1.0859481656910752e-05,5.6392338e-08,5.1678704e-08
4,640,4,20,1321,4.177840152717931e-06,6.102101298477436e-06,6.0647665e-08,5.5197578e-08
