h,err_l2,err_inf
0.25,0.15075760649767178,0.216068315222525
0.125,0.039220365687465064,0.07060111688246085
0.0625,0.009912597683745812,0.018856052289139336
0.03125,0.0024850387841903435,0.004792191234830545
0.015625,0.0006216928793388461,0.0012030785880252637
0.0078125,0.0001554503345406974,0.0003006363871275175
0.00390625,3.886427890668741e-05,7.515598664131762e-05
