num_colloc,num_layers,neurons_per_layer,num_trainable_params,err_l2_median,err_l2_mean,err_l2_min,err_l2_max,err_inf_median,err_inf_mean,err_inf_min,err_inf_max,loss_train_median,loss_train_mean,loss_train_min,loss_train_max,loss_test_median,loss_test_mean,loss_test_min,loss_test_max
80,4,10,361,0.0003001199586787,0.00040472869529308833,5.029586462744183e-05,0.0008629989301391,0.0004166984789149,0.0005850756590697652,8.195375342212596e-05,0.001265323908105,2.6674526e-05,2.9655183200000004e-05,2.1737767e-05,4.536152e-05,5.8464055e-05,5.3555589399999996e-05,2.2756096e-05,9.325068e-05
80,4,20,1321,0.0001275985627025,0.00024499332389199687,2.270556451368445e-05,0.000490956166236,0.00018509772898,0.00036365608889365965,4.2597376562798425e-05,0.0008044192425982,8.894609e-06,9.71065918e-06,1.7520651e-06,1.776946e-05,1.6785662e-05,1.46607065e-05,2.3390105e-06,2.0959365e-05
160,2,20,481,8.357985432906373e-05,0.00013109605867863973,3.230914669080807e-05,0.0003440842232587,0.0001171175021898,0.00018024737317056744,3.9881172832156864e-05,0.0004525780642271,1.4449584e-05,1.619142406e-05,7.3552733e-06,2.5260357e-05,1.6814065e-05,1.5740153680000002e-05,6.1526284e-06,2.2947888e-05
160,4,10,361,0.0001399183040623,0.00020466379053848,0.0001090566807476,0.0003823385981396,0.0001865904555408,0.00029608371394686,0.0001641608659238,0.0005579067858879,2.0823407e-05,3.47205522e-05,5.087273e-06,0.00011348707,2.2016931e-05,3.333464966e-05,6.5756903e-06,9.276758e-05
160,4,20,1321,0.0001513588110678,0.0001328052037446855,3.0283970887541835e-05,0.0002297741192057,0.0002053309600127,0.00020322607203005866,3.704687003214247e-05,0.0003941008679644,7.820869e-06,1.3219533459999998e-05,4.1837793e-06,2.4567393e-05,8.434216e-06,1.1998334e-05,3.535767e-06,2.2050379e-05
320,2,20,481,0.0001178823462632,0.0001083282964220898,6.920735071834705e-05,0.0001535558663852,0.0001671986132008,0.00015661367706757394,9.448263833636976e-05,0.0002110001991862,2.6635065e-05,1.9297168720000002e-05,3.5970006e-06,3.2234762e-05,1.7049982e-05,1.5442430399999998e-05,2.893528e-06,2.64458e-05
320,4,10,361,8.701790516245302e-05,9.686569317817045e-05,4.433656739439323e-05,0.0002031444897876,0.0001418093077914,0.00016690262950931292,7.073815783836465e-05,0.0003207227356655,4.444332e-05,3.23540932e-05,7.765377e-06,4.9873463e-05,3.213921e-05,2.7133220680000003e-05,7.3242354e-06,4.65786e-05
320,4,20,1321,3.040826075074481e-05,2.5335234421784156e-05,8.296136234890888e-06,3.293576873315624e-05,4.388570178799622e-05,4.356743144111469e-05,1.8960983529270337e-05,7.030670654273319e-05,1.0265702e-05,1.5535983999999998e-05,7.993086e-06,3.8792226e-05,8.153456e-06,1.3469022860000001e-05,6.6007487e-06,3.5513673e-05
640,2,20,481,3.0022891211480056e-05,5.72272255023828e-05,1.2676259637550295e-05,0.0001309815932272,5.3837895393126654e-05,8.987186182245047e-05,3.011414329939788e-05,0.0001924255314934,1.7916227e-05,2.196710246e-05,2.7497063e-06,5.639095e-05,1.1095621e-05,1.74365546e-05,1.8859366e-06,4.5724544e-05
640,4,10,361,1.8820367920930622e-05,3.0853221163407294e-05,9.603066183119336e-06,7.738874137928974e-05,2.5112373159497103e-05,5.117627086504515e-05,2.075543261449708e-05,0.0001280155571682,1.9305471e-05,2.1780646e-05,8.026038e-06,4.7858353e-05,1.4273723e-05,1.81102636e-05,5.102823e-06,4.5911707e-05
640,4,20,1321,1.855778249252702e-05,7.312635556122546e-05,7.505436642165197e-06,0.0002763507919091,2.5841860018638307e-05,0.00010855107048860556,1.555193598529181e-05,0.0003982430162076,1.1668914e-05,1.3343730699999999e-05,9.648278e-06,2.268612e-05,9.850748e-06,1.10924356e-05,6.667464e-06,1.9226904e-05
